ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
29,191,154,128,161,10.26136529,56.24203279,08/09/2014 19:30
28,192,153,131,163,10.26136529,56.24203279,08/09/2014 19:35
23,195,152,127,159,10.26136529,56.24203279,08/09/2014 19:40
23,190,147,129,157,10.26136529,56.24203279,08/09/2014 19:45
24,192,148,132,155,10.26136529,56.24203279,08/09/2014 19:50
22,190,148,131,153,10.26136529,56.24203279,08/09/2014 19:55
22,185,148,133,150,10.26136529,56.24203279,08/09/2014 20:00
22,183,148,132,148,10.26136529,56.24203279,08/09/2014 20:05
27,186,144,135,153,10.26136529,56.24203279,08/09/2014 20:10
32,188,148,130,158,10.26136529,56.24203279,08/09/2014 20:15
27,191,151,134,161,10.26136529,56.24203279,08/09/2014 20:20
25,188,154,135,157,10.26136529,56.24203279,08/09/2014 20:25
26,190,149,139,159,10.26136529,56.24203279,08/09/2014 20:30
24,194,148,140,164,10.26136529,56.24203279,08/09/2014 20:35
25,191,146,142,162,10.26136529,56.24203279,08/09/2014 20:40
25,191,145,137,163,10.26136529,56.24203279,08/09/2014 20:45
22,186,148,141,159,10.26136529,56.24203279,08/09/2014 20:50
17,191,150,140,155,10.26136529,56.24203279,08/09/2014 20:55
20,196,152,144,157,10.26136529,56.24203279,08/09/2014 21:00
17,200,152,149,152,10.26136529,56.24203279,08/09/2014 21:05
19,204,157,146,153,10.26136529,56.24203279,08/09/2014 21:10
24,203,159,148,152,10.26136529,56.24203279,08/09/2014 21:15
20,200,164,144,154,10.26136529,56.24203279,08/09/2014 21:20
18,201,163,148,154,10.26136529,56.24203279,08/09/2014 21:25
20,197,168,151,155,10.26136529,56.24203279,08/09/2014 21:30
22,194,169,151,157,10.26136529,56.24203279,08/09/2014 21:35
26,197,172,147,161,10.26136529,56.24203279,08/09/2014 21:40
29,196,167,150,158,10.26136529,56.24203279,08/09/2014 21:45
24,192,165,145,158,10.26136529,56.24203279,08/09/2014 21:50
24,191,162,148,159,10.26136529,56.24203279,08/09/2014 21:55
22,192,164,149,162,10.26136529,56.24203279,08/09/2014 22:00
27,196,168,153,166,10.26136529,56.24203279,08/09/2014 22:05
31,194,173,155,169,10.26136529,56.24203279,08/09/2014 22:10
36,197,176,153,173,10.26136529,56.24203279,08/09/2014 22:15
31,201,176,156,178,10.26136529,56.24203279,08/09/2014 22:20
35,206,179,159,183,10.26136529,56.24203279,08/09/2014 22:25
34,201,183,157,187,10.26136529,56.24203279,08/09/2014 22:30
29,199,185,156,183,10.26136529,56.24203279,08/09/2014 22:35
33,195,190,160,179,10.26136529,56.24203279,08/09/2014 22:40
28,196,190,164,175,10.26136529,56.24203279,08/09/2014 22:45
33,194,190,162,172,10.26136529,56.24203279,08/09/2014 22:50
28,196,188,167,170,10.26136529,56.24203279,08/09/2014 22:55
28,199,188,163,168,10.26136529,56.24203279,08/09/2014 23:00
24,204,190,164,170,10.26136529,56.24203279,08/09/2014 23:05
28,207,186,161,174,10.26136529,56.24203279,08/09/2014 23:10
29,205,185,162,179,10.26136529,56.24203279,08/09/2014 23:15
30,200,187,165,183,10.26136529,56.24203279,08/09/2014 23:20
34,204,185,168,183,10.26136529,56.24203279,08/09/2014 23:25
35,204,188,163,185,10.26136529,56.24203279,08/09/2014 23:30
33,201,193,163,181,10.26136529,56.24203279,08/09/2014 23:35
38,200,196,161,183,10.26136529,56.24203279,08/09/2014 23:40
39,198,197,163,180,10.26136529,56.24203279,08/09/2014 23:45
40,201,196,164,178,10.26136529,56.24203279,08/09/2014 23:50
45,203,195,167,179,10.26136529,56.24203279,08/09/2014 23:55
41,208,200,166,176,10.26136529,56.24203279,09/09/2014 00:00
36,203,197,164,178,10.26136529,56.24203279,09/09/2014 00:05
35,207,199,169,181,10.26136529,56.24203279,09/09/2014 00:10
37,207,195,171,183,10.26136529,56.24203279,09/09/2014 00:15
38,210,194,170,187,10.26136529,56.24203279,09/09/2014 00:20
36,214,189,169,189,10.26136529,56.24203279,09/09/2014 00:25
41,206,185,164,188,10.26136529,56.24203279,09/09/2014 00:30
37,207,186,163,188,10.26136529,56.24203279,09/09/2014 00:35
40,206,183,160,190,10.26136529,56.24203279,09/09/2014 00:40
42,207,182,156,189,10.26136529,56.24203279,09/09/2014 00:45
44,212,185,154,190,10.26136529,56.24203279,09/09/2014 00:50
48,209,189,157,188,10.26136529,56.24203279,09/09/2014 00:55
48,208,187,161,193,10.26136529,56.24203279,09/09/2014 01:00
53,212,186,165,191,10.26136529,56.24203279,09/09/2014 01:05
53,205,188,166,187,10.26136529,56.24203279,09/09/2014 01:10
56,205,193,164,184,10.26136529,56.24203279,09/09/2014 01:15
60,205,195,167,189,10.26136529,56.24203279,09/09/2014 01:20
59,203,199,171,188,10.26136529,56.24203279,09/09/2014 01:25
54,201,204,171,186,10.26136529,56.24203279,09/09/2014 01:30
55,196,205,170,185,10.26136529,56.24203279,09/09/2014 01:35
54,196,206,170,186,10.26136529,56.24203279,09/09/2014 01:40
58,191,201,170,187,10.26136529,56.24203279,09/09/2014 01:45
56,186,203,173,190,10.26136529,56.24203279,09/09/2014 01:50
58,191,200,174,186,10.26136529,56.24203279,09/09/2014 01:55
54,188,199,179,190,10.26136529,56.24203279,09/09/2014 02:00
52,189,196,178,190,10.26136529,56.24203279,09/09/2014 02:05
57,186,195,176,186,10.26136529,56.24203279,09/09/2014 02:10
58,189,193,175,190,10.26136529,56.24203279,09/09/2014 02:15
59,190,194,171,191,10.26136529,56.24203279,09/09/2014 02:20
59,187,199,167,192,10.26136529,56.24203279,09/09/2014 02:25
54,185,197,165,193,10.26136529,56.24203279,09/09/2014 02:30
52,180,202,162,196,10.26136529,56.24203279,09/09/2014 02:35
55,182,200,165,200,10.26136529,56.24203279,09/09/2014 02:40
53,186,202,167,204,10.26136529,56.24203279,09/09/2014 02:45
51,190,204,166,207,10.26136529,56.24203279,09/09/2014 02:50
55,190,200,161,206,10.26136529,56.24203279,09/09/2014 02:55
52,190,204,164,209,10.26136529,56.24203279,09/09/2014 03:00
52,190,200,168,214,10.26136529,56.24203279,09/09/2014 03:05
57,192,203,164,206,10.26136529,56.24203279,09/09/2014 03:10
59,187,199,165,210,10.26136529,56.24203279,09/09/2014 03:15
55,182,194,163,205,10.26136529,56.24203279,09/09/2014 03:20
50,178,196,163,210,10.26136529,56.24203279,09/09/2014 03:25
47,173,197,165,214,10.26136529,56.24203279,09/09/2014 03:30
47,174,202,169,212,10.26136529,56.24203279,09/09/2014 03:35
43,173,199,165,203,10.26136529,56.24203279,09/09/2014 03:40
41,172,203,170,198,10.26136529,56.24203279,09/09/2014 03:45
36,174,205,171,198,10.26136529,56.24203279,09/09/2014 03:50
35,169,208,174,193,10.26136529,56.24203279,09/09/2014 03:55
36,170,213,176,190,10.26136529,56.24203279,09/09/2014 04:00
39,167,204,179,191,10.26136529,56.24203279,09/09/2014 04:05
40,169,207,178,192,10.26136529,56.24203279,09/09/2014 04:10
38,172,209,175,195,10.26136529,56.24203279,09/09/2014 04:15
35,175,208,174,198,10.26136529,56.24203279,09/09/2014 04:20
37,173,209,170,193,10.26136529,56.24203279,09/09/2014 04:25
42,174,208,167,198,10.26136529,56.24203279,09/09/2014 04:30
37,177,207,166,197,10.26136529,56.24203279,09/09/2014 04:35
33,172,208,167,195,10.26136529,56.24203279,09/09/2014 04:40
37,175,205,163,190,10.26136529,56.24203279,09/09/2014 04:45
42,180,208,164,194,10.26136529,56.24203279,09/09/2014 04:50
41,183,212,162,191,10.26136529,56.24203279,09/09/2014 04:55
41,187,210,165,187,10.26136529,56.24203279,09/09/2014 05:00
46,189,206,164,190,10.26136529,56.24203279,09/09/2014 05:05
44,194,201,161,194,10.26136529,56.24203279,09/09/2014 05:10
49,195,198,162,193,10.26136529,56.24203279,09/09/2014 05:15
51,197,200,165,192,10.26136529,56.24203279,09/09/2014 05:20
53,197,204,163,188,10.26136529,56.24203279,09/09/2014 05:25
58,198,203,158,186,10.26136529,56.24203279,09/09/2014 05:30
54,202,202,162,191,10.26136529,56.24203279,09/09/2014 05:35
58,206,200,161,192,10.26136529,56.24203279,09/09/2014 05:40
60,202,201,165,193,10.26136529,56.24203279,09/09/2014 05:45
55,207,206,167,192,10.26136529,56.24203279,09/09/2014 05:50
51,207,204,168,192,10.26136529,56.24203279,09/09/2014 05:55
56,203,204,171,192,10.26136529,56.24203279,09/09/2014 06:00
61,200,207,175,195,10.26136529,56.24203279,09/09/2014 06:05
65,196,208,177,196,10.26136529,56.24203279,09/09/2014 06:10
66,197,212,182,197,10.26136529,56.24203279,09/09/2014 06:15
65,192,207,186,192,10.26136529,56.24203279,09/09/2014 06:20
62,193,207,185,192,10.26136529,56.24203279,09/09/2014 06:25
67,194,204,190,197,10.26136529,56.24203279,09/09/2014 06:30
72,196,206,193,199,10.26136529,56.24203279,09/09/2014 06:35
69,192,206,189,204,10.26136529,56.24203279,09/09/2014 06:40
69,196,210,188,208,10.26136529,56.24203279,09/09/2014 06:45
65,191,209,187,207,10.26136529,56.24203279,09/09/2014 06:50
66,186,209,182,205,10.26136529,56.24203279,09/09/2014 06:55
68,185,210,182,200,10.26136529,56.24203279,09/09/2014 07:00
70,189,206,187,197,10.26136529,56.24203279,09/09/2014 07:05
75,186,211,183,199,10.26136529,56.24203279,09/09/2014 07:10
73,185,207,185,197,10.26136529,56.24203279,09/09/2014 07:15
75,180,205,190,200,10.26136529,56.24203279,09/09/2014 07:20
78,179,202,190,196,10.26136529,56.24203279,09/09/2014 07:25
74,181,200,188,198,10.26136529,56.24203279,09/09/2014 07:30
71,179,205,186,200,10.26136529,56.24203279,09/09/2014 07:35
70,180,202,185,201,10.26136529,56.24203279,09/09/2014 07:40
67,176,201,186,206,10.26136529,56.24203279,09/09/2014 07:45
72,176,200,185,208,10.26136529,56.24203279,09/09/2014 07:50
77,177,205,180,211,10.26136529,56.24203279,09/09/2014 07:55
75,173,206,176,210,10.26136529,56.24203279,09/09/2014 08:00
73,175,202,180,207,10.26136529,56.24203279,09/09/2014 08:05
73,177,201,175,205,10.26136529,56.24203279,09/09/2014 08:10
69,180,198,174,203,10.26136529,56.24203279,09/09/2014 08:15
68,180,199,172,208,10.26136529,56.24203279,09/09/2014 08:20
71,179,201,174,204,10.26136529,56.24203279,09/09/2014 08:25
68,178,203,171,207,10.26136529,56.24203279,09/09/2014 08:30
71,177,199,167,207,10.26136529,56.24203279,09/09/2014 08:35
76,177,198,168,203,10.26136529,56.24203279,09/09/2014 08:40
74,180,193,167,200,10.26136529,56.24203279,09/09/2014 08:45
72,184,196,166,197,10.26136529,56.24203279,09/09/2014 08:50
76,188,199,169,197,10.26136529,56.24203279,09/09/2014 08:55
78,190,203,164,199,10.26136529,56.24203279,09/09/2014 09:00
73,191,202,169,200,10.26136529,56.24203279,09/09/2014 09:05
72,188,202,173,204,10.26136529,56.24203279,09/09/2014 09:10
77,188,200,170,200,10.26136529,56.24203279,09/09/2014 09:15
77,183,197,167,197,10.26136529,56.24203279,09/09/2014 09:20
80,187,195,169,197,10.26136529,56.24203279,09/09/2014 09:25
79,184,199,167,199,10.26136529,56.24203279,09/09/2014 09:30
74,182,196,167,204,10.26136529,56.24203279,09/09/2014 09:35
75,186,194,164,204,10.26136529,56.24203279,09/09/2014 09:40
72,185,197,169,205,10.26136529,56.24203279,09/09/2014 09:45
68,187,201,171,202,10.26136529,56.24203279,09/09/2014 09:50
65,188,196,169,200,10.26136529,56.24203279,09/09/2014 09:55
69,193,196,165,197,10.26136529,56.24203279,09/09/2014 10:00
74,197,198,160,197,10.26136529,56.24203279,09/09/2014 10:05
78,197,195,156,196,10.26136529,56.24203279,09/09/2014 10:10
77,198,191,161,195,10.26136529,56.24203279,09/09/2014 10:15
77,199,186,162,198,10.26136529,56.24203279,09/09/2014 10:20
79,198,187,167,198,10.26136529,56.24203279,09/09/2014 10:25
76,201,184,170,198,10.26136529,56.24203279,09/09/2014 10:30
80,205,189,169,197,10.26136529,56.24203279,09/09/2014 10:35
84,206,193,172,200,10.26136529,56.24203279,09/09/2014 10:40
88,205,191,168,199,10.26136529,56.24203279,09/09/2014 10:45
84,205,186,168,194,10.26136529,56.24203279,09/09/2014 10:50
88,202,186,173,194,10.26136529,56.24203279,09/09/2014 10:55
86,198,184,177,194,10.26136529,56.24203279,09/09/2014 11:00
85,201,180,172,189,10.26136529,56.24203279,09/09/2014 11:05
90,205,185,168,187,10.26136529,56.24203279,09/09/2014 11:10
85,207,186,169,190,10.26136529,56.24203279,09/09/2014 11:15
82,209,181,166,193,10.26136529,56.24203279,09/09/2014 11:20
81,209,183,168,194,10.26136529,56.24203279,09/09/2014 11:25
85,208,180,173,199,10.26136529,56.24203279,09/09/2014 11:30
85,208,176,171,197,10.26136529,56.24203279,09/09/2014 11:35
81,213,177,167,201,10.26136529,56.24203279,09/09/2014 11:40
84,203,182,172,206,10.26136529,56.24203279,09/09/2014 11:45
84,200,187,172,207,10.26136529,56.24203279,09/09/2014 11:50
86,199,183,177,209,10.26136529,56.24203279,09/09/2014 11:55
84,194,178,179,207,10.26136529,56.24203279,09/09/2014 12:00
82,190,176,179,210,10.26136529,56.24203279,09/09/2014 12:05
79,191,171,183,214,10.26136529,56.24203279,09/09/2014 12:10
77,191,167,188,213,10.26136529,56.24203279,09/09/2014 12:15
80,189,162,188,205,10.26136529,56.24203279,09/09/2014 12:20
77,193,163,190,210,10.26136529,56.24203279,09/09/2014 12:25
78,190,158,191,205,10.26136529,56.24203279,09/09/2014 12:30
76,187,160,194,200,10.26136529,56.24203279,09/09/2014 12:35
73,192,163,199,203,10.26136529,56.24203279,09/09/2014 12:40
76,196,161,200,199,10.26136529,56.24203279,09/09/2014 12:45
77,196,160,198,195,10.26136529,56.24203279,09/09/2014 12:50
75,201,158,198,193,10.26136529,56.24203279,09/09/2014 12:55
70,197,159,199,188,10.26136529,56.24203279,09/09/2014 13:00
73,202,160,203,191,10.26136529,56.24203279,09/09/2014 13:05
73,202,155,200,194,10.26136529,56.24203279,09/09/2014 13:10
75,202,151,196,192,10.26136529,56.24203279,09/09/2014 13:15
78,199,151,199,197,10.26136529,56.24203279,09/09/2014 13:20
73,200,154,194,194,10.26136529,56.24203279,09/09/2014 13:25
69,204,149,193,189,10.26136529,56.24203279,09/09/2014 13:30
71,201,146,193,193,10.26136529,56.24203279,09/09/2014 13:35
73,204,143,198,190,10.26136529,56.24203279,09/09/2014 13:40
76,205,140,202,189,10.26136529,56.24203279,09/09/2014 13:45
80,207,135,198,194,10.26136529,56.24203279,09/09/2014 13:50
75,207,137,195,193,10.26136529,56.24203279,09/09/2014 13:55
80,209,139,191,197,10.26136529,56.24203279,09/09/2014 14:00
84,210,141,188,199,10.26136529,56.24203279,09/09/2014 14:05
85,206,137,192,196,10.26136529,56.24203279,09/09/2014 14:10
82,209,132,194,198,10.26136529,56.24203279,09/09/2014 14:15
83,205,131,196,198,10.26136529,56.24203279,09/09/2014 14:20
87,206,133,198,203,10.26136529,56.24203279,09/09/2014 14:25
90,202,133,201,207,10.26136529,56.24203279,09/09/2014 14:30
87,207,133,197,203,10.26136529,56.24203279,09/09/2014 14:35
88,206,134,201,202,10.26136529,56.24203279,09/09/2014 14:40
93,211,129,199,204,10.26136529,56.24203279,09/09/2014 14:45
88,206,126,203,206,10.26136529,56.24203279,09/09/2014 14:50
90,209,128,204,207,10.26136529,56.24203279,09/09/2014 14:55
87,207,132,209,211,10.26136529,56.24203279,09/09/2014 15:00
89,206,131,204,210,10.26136529,56.24203279,09/09/2014 15:05
90,205,133,200,215,10.26136529,56.24203279,09/09/2014 15:10
89,210,136,195,210,10.26136529,56.24203279,09/09/2014 15:15
91,212,131,199,208,10.26136529,56.24203279,09/09/2014 15:20
87,202,129,200,212,10.26136529,56.24203279,09/09/2014 15:25
82,200,126,200,207,10.26136529,56.24203279,09/09/2014 15:30
86,204,131,203,211,10.26136529,56.24203279,09/09/2014 15:35
88,209,129,208,205,10.26136529,56.24203279,09/09/2014 15:40
92,208,134,210,208,10.26136529,56.24203279,09/09/2014 15:45
97,210,131,211,205,10.26136529,56.24203279,09/09/2014 15:50
99,213,130,203,207,10.26136529,56.24203279,09/09/2014 15:55
101,208,127,203,205,10.26136529,56.24203279,09/09/2014 16:00
99,209,128,205,210,10.26136529,56.24203279,09/09/2014 16:05
96,212,127,203,215,10.26136529,56.24203279,09/09/2014 16:10
96,209,127,206,210,10.26136529,56.24203279,09/09/2014 16:15
94,208,127,204,209,10.26136529,56.24203279,09/09/2014 16:20
90,211,127,203,210,10.26136529,56.24203279,09/09/2014 16:25
86,202,127,199,210,10.26136529,56.24203279,09/09/2014 16:30
84,205,132,198,211,10.26136529,56.24203279,09/09/2014 16:35
87,206,128,199,209,10.26136529,56.24203279,09/09/2014 16:40
90,207,128,198,211,10.26136529,56.24203279,09/09/2014 16:45
90,207,127,194,202,10.26136529,56.24203279,09/09/2014 16:50
90,203,128,194,204,10.26136529,56.24203279,09/09/2014 16:55
93,200,133,192,201,10.26136529,56.24203279,09/09/2014 17:00
93,198,129,192,202,10.26136529,56.24203279,09/09/2014 17:05
94,201,126,189,204,10.26136529,56.24203279,09/09/2014 17:10
99,199,130,190,209,10.26136529,56.24203279,09/09/2014 17:15
94,204,131,193,205,10.26136529,56.24203279,09/09/2014 17:20
94,199,130,191,204,10.26136529,56.24203279,09/09/2014 17:25
96,203,129,195,209,10.26136529,56.24203279,09/09/2014 17:30
97,207,133,194,206,10.26136529,56.24203279,09/09/2014 17:35
94,209,134,196,211,10.26136529,56.24203279,09/09/2014 17:40
96,207,135,198,201,10.26136529,56.24203279,09/09/2014 17:45
96,205,132,199,205,10.26136529,56.24203279,09/09/2014 17:50
96,204,131,201,210,10.26136529,56.24203279,09/09/2014 17:55
98,209,128,203,211,10.26136529,56.24203279,09/09/2014 18:00
96,205,132,201,205,10.26136529,56.24203279,09/09/2014 18:05
96,209,135,205,201,10.26136529,56.24203279,09/09/2014 18:10
96,212,130,200,197,10.26136529,56.24203279,09/09/2014 18:15
100,210,127,199,195,10.26136529,56.24203279,09/09/2014 18:20
104,211,131,198,194,10.26136529,56.24203279,09/09/2014 18:25
106,201,130,202,189,10.26136529,56.24203279,09/09/2014 18:30
108,205,127,207,186,10.26136529,56.24203279,09/09/2014 18:35
104,210,131,212,184,10.26136529,56.24203279,09/09/2014 18:40
109,211,133,206,181,10.26136529,56.24203279,09/09/2014 18:45
113,208,138,209,181,10.26136529,56.24203279,09/09/2014 18:50
115,204,134,210,178,10.26136529,56.24203279,09/09/2014 18:55
114,200,135,215,183,10.26136529,56.24203279,09/09/2014 19:00
114,196,139,208,184,10.26136529,56.24203279,09/09/2014 19:05
113,191,134,205,185,10.26136529,56.24203279,09/09/2014 19:10
113,188,132,208,186,10.26136529,56.24203279,09/09/2014 19:15
118,193,127,206,184,10.26136529,56.24203279,09/09/2014 19:20
121,195,127,203,188,10.26136529,56.24203279,09/09/2014 19:25
126,190,131,203,192,10.26136529,56.24203279,09/09/2014 19:30
122,188,136,199,195,10.26136529,56.24203279,09/09/2014 19:35
123,185,139,204,191,10.26136529,56.24203279,09/09/2014 19:40
120,184,134,205,191,10.26136529,56.24203279,09/09/2014 19:45
125,186,132,203,196,10.26136529,56.24203279,09/09/2014 19:50
121,189,129,207,198,10.26136529,56.24203279,09/09/2014 19:55
117,194,126,209,197,10.26136529,56.24203279,09/09/2014 20:00
118,191,125,210,194,10.26136529,56.24203279,09/09/2014 20:05
120,187,126,210,193,10.26136529,56.24203279,09/09/2014 20:10
123,184,130,211,188,10.26136529,56.24203279,09/09/2014 20:15
121,185,132,207,193,10.26136529,56.24203279,09/09/2014 20:20
120,186,130,210,194,10.26136529,56.24203279,09/09/2014 20:25
122,183,134,212,194,10.26136529,56.24203279,09/09/2014 20:30
127,179,131,208,198,10.26136529,56.24203279,09/09/2014 20:35
123,182,130,209,200,10.26136529,56.24203279,09/09/2014 20:40
118,186,132,214,205,10.26136529,56.24203279,09/09/2014 20:45
122,182,136,210,207,10.26136529,56.24203279,09/09/2014 20:50
127,178,131,208,207,10.26136529,56.24203279,09/09/2014 20:55
122,177,126,210,210,10.26136529,56.24203279,09/09/2014 21:00
125,177,126,211,208,10.26136529,56.24203279,09/09/2014 21:05
128,174,121,208,205,10.26136529,56.24203279,09/09/2014 21:10
127,170,120,212,203,10.26136529,56.24203279,09/09/2014 21:15
127,169,122,206,207,10.26136529,56.24203279,09/09/2014 21:20
122,174,125,206,203,10.26136529,56.24203279,09/09/2014 21:25
121,173,124,211,200,10.26136529,56.24203279,09/09/2014 21:30
123,175,129,206,196,10.26136529,56.24203279,09/09/2014 21:35
126,171,129,210,201,10.26136529,56.24203279,09/09/2014 21:40
129,174,130,212,205,10.26136529,56.24203279,09/09/2014 21:45
127,176,134,202,200,10.26136529,56.24203279,09/09/2014 21:50
128,171,135,203,197,10.26136529,56.24203279,09/09/2014 21:55
127,167,134,200,201,10.26136529,56.24203279,09/09/2014 22:00
124,165,138,195,197,10.26136529,56.24203279,09/09/2014 22:05
123,166,142,191,195,10.26136529,56.24203279,09/09/2014 22:10
119,165,145,192,195,10.26136529,56.24203279,09/09/2014 22:15
118,161,142,191,197,10.26136529,56.24203279,09/09/2014 22:20
121,162,137,196,198,10.26136529,56.24203279,09/09/2014 22:25
118,163,133,193,203,10.26136529,56.24203279,09/09/2014 22:30
118,164,130,190,200,10.26136529,56.24203279,09/09/2014 22:35
120,168,134,187,200,10.26136529,56.24203279,09/09/2014 22:40
120,173,135,191,202,10.26136529,56.24203279,09/09/2014 22:45
118,171,136,195,202,10.26136529,56.24203279,09/09/2014 22:50
123,167,137,200,206,10.26136529,56.24203279,09/09/2014 22:55
123,170,142,198,206,10.26136529,56.24203279,09/09/2014 23:00
122,172,139,194,205,10.26136529,56.24203279,09/09/2014 23:05
120,172,137,192,205,10.26136529,56.24203279,09/09/2014 23:10
121,170,136,196,207,10.26136529,56.24203279,09/09/2014 23:15
123,165,134,200,202,10.26136529,56.24203279,09/09/2014 23:20
125,165,133,199,197,10.26136529,56.24203279,09/09/2014 23:25
